code,county,MSA Code,msa,MSA Type,CSA Code,CSA Title
38095,"Towner County, North Dakota",,,,,
38097,"Traill County, North Dakota",,,,,
38099,"Walsh County, North Dakota",,,,,
38101,"Ward County, North Dakota",C3350,"Minot, ND",Micro,,
38103,"Wells County, North Dakota",,,,,
38105,"Williams County, North Dakota",C4878,"Williston, ND",Micro,,
39001,"Adams County, Ohio",,,,,
39003,"Allen County, Ohio",C3062,"Lima, OH",Metro,CS338,"Lima-Van Wert-Celina, OH"
39005,"Ashland County, Ohio",C1174,"Ashland, OH",Micro,CS360,"Mansfield-Ashland-Bucyrus, OH"
39007,"Ashtabula County, Ohio",C1178,"Ashtabula, OH",Micro,CS184,"Cleveland-Akron-Canton, OH"
39009,"Athens County, Ohio",C1190,"Athens, OH",Micro,,
39011,"Auglaize County, Ohio",C4754,"Wapakoneta, OH",Micro,CS338,"Lima-Van Wert-Celina, OH"
39013,"Belmont County, Ohio",C4854,"Wheeling, WV-OH",Metro,,
39015,"Brown County, Ohio",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39017,"Butler County, Ohio",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39019,"Carroll County, Ohio",C1594,"Canton-Massillon, OH",Metro,CS184,"Cleveland-Akron-Canton, OH"
39021,"Champaign County, Ohio",C4650,"Urbana, OH",Micro,CS212,"Dayton-Springfield-Sidney, OH"
39023,"Clark County, Ohio",C4422,"Springfield, OH",Metro,CS212,"Dayton-Springfield-Sidney, OH"
39025,"Clermont County, Ohio",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39027,"Clinton County, Ohio",C4894,"Wilmington, OH",Micro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39029,"Columbiana County, Ohio",C4140,"Salem, OH",Micro,CS566,"Youngstown-Warren, OH-PA"
39031,"Coshocton County, Ohio",C1874,"Coshocton, OH",Micro,,
39033,"Crawford County, Ohio",C1534,"Bucyrus, OH",Micro,CS360,"Mansfield-Ashland-Bucyrus, OH"
39035,"Cuyahoga County, Ohio",C1746,"Cleveland-Elyria, OH",Metro,CS184,"Cleveland-Akron-Canton, OH"
39037,"Darke County, Ohio",C2482,"Greenville, OH",Micro,CS212,"Dayton-Springfield-Sidney, OH"
39039,"Defiance County, Ohio",C1958,"Defiance, OH",Micro,,
39041,"Delaware County, Ohio",C1814,"Columbus, OH",Metro,CS198,"Columbus-Marion-Zanesville, OH"
39043,"Erie County, Ohio",C4178,"Sandusky, OH",Micro,CS184,"Cleveland-Akron-Canton, OH"
39045,"Fairfield County, Ohio",C1814,"Columbus, OH",Metro,CS198,"Columbus-Marion-Zanesville, OH"
39047,"Fayette County, Ohio",C4792,"Washington Court House, OH",Micro,CS198,"Columbus-Marion-Zanesville, OH"
39049,"Franklin County, Ohio",C1814,"Columbus, OH",Metro,CS198,"Columbus-Marion-Zanesville, OH"
39051,"Fulton County, Ohio",C4578,"Toledo, OH",Metro,CS534,"Toledo-Port Clinton, OH"
39053,"Gallia County, Ohio",C3858,"Point Pleasant, WV-OH",Micro,,
39055,"Geauga County, Ohio",C1746,"Cleveland-Elyria, OH",Metro,CS184,"Cleveland-Akron-Canton, OH"
39057,"Greene County, Ohio",C1938,"Dayton, OH",Metro,CS212,"Dayton-Springfield-Sidney, OH"
39059,"Guernsey County, Ohio",C1574,"Cambridge, OH",Micro,CS198,"Columbus-Marion-Zanesville, OH"
39061,"Hamilton County, Ohio",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39063,"Hancock County, Ohio",C2230,"Findlay, OH",Micro,CS248,"Findlay-Tiffin, OH"
39065,"Hardin County, Ohio",,,,,
39067,"Harrison County, Ohio",,,,,
39069,"Henry County, Ohio",,,,,
39071,"Highland County, Ohio",,,,,
39073,"Hocking County, Ohio",C1814,"Columbus, OH",Metro,CS198,"Columbus-Marion-Zanesville, OH"
39075,"Holmes County, Ohio",,,,,
39077,"Huron County, Ohio",C3594,"Norwalk, OH",Micro,CS184,"Cleveland-Akron-Canton, OH"
39079,"Jackson County, Ohio",C2716,"Jackson, OH",Micro,,
39081,"Jefferson County, Ohio",C4826,"Weirton-Steubenville, WV-OH",Metro,CS430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
39083,"Knox County, Ohio",C3454,"Mount Vernon, OH",Micro,CS198,"Columbus-Marion-Zanesville, OH"
39085,"Lake County, Ohio",C1746,"Cleveland-Elyria, OH",Metro,CS184,"Cleveland-Akron-Canton, OH"
39087,"Lawrence County, Ohio",C2658,"Huntington-Ashland, WV-KY-OH",Metro,CS170,"Charleston-Huntington-Ashland, WV-OH-KY"
39089,"Licking County, Ohio",C1814,"Columbus, OH",Metro,CS198,"Columbus-Marion-Zanesville, OH"
39091,"Logan County, Ohio",C1334,"Bellefontaine, OH",Micro,CS198,"Columbus-Marion-Zanesville, OH"
39093,"Lorain County, Ohio",C1746,"Cleveland-Elyria, OH",Metro,CS184,"Cleveland-Akron-Canton, OH"
39095,"Lucas County, Ohio",C4578,"Toledo, OH",Metro,CS534,"Toledo-Port Clinton, OH"
39097,"Madison County, Ohio",C1814,"Columbus, OH",Metro,CS198,"Columbus-Marion-Zanesville, OH"
39099,"Mahoning County, Ohio",C4966,"Youngstown-Warren-Boardman, OH-PA",Metro,CS566,"Youngstown-Warren, OH-PA"
39101,"Marion County, Ohio",C3202,"Marion, OH",Micro,CS198,"Columbus-Marion-Zanesville, OH"
39103,"Medina County, Ohio",C1746,"Cleveland-Elyria, OH",Metro,CS184,"Cleveland-Akron-Canton, OH"
39105,"Meigs County, Ohio",,,,,
39107,"Mercer County, Ohio",C1638,"Celina, OH",Micro,CS338,"Lima-Van Wert-Celina, OH"
39109,"Miami County, Ohio",C1938,"Dayton, OH",Metro,CS212,"Dayton-Springfield-Sidney, OH"
39111,"Monroe County, Ohio",,,,,
39113,"Montgomery County, Ohio",C1938,"Dayton, OH",Metro,CS212,"Dayton-Springfield-Sidney, OH"
39115,"Morgan County, Ohio",,,,,
39117,"Morrow County, Ohio",C1814,"Columbus, OH",Metro,CS198,"Columbus-Marion-Zanesville, OH"
39119,"Muskingum County, Ohio",C4978,"Zanesville, OH",Micro,CS198,"Columbus-Marion-Zanesville, OH"
39121,"Noble County, Ohio",,,,,
39123,"Ottawa County, Ohio",C3884,"Port Clinton, OH",Micro,CS534,"Toledo-Port Clinton, OH"
39125,"Paulding County, Ohio",,,,,
39127,"Perry County, Ohio",C1814,"Columbus, OH",Metro,CS198,"Columbus-Marion-Zanesville, OH"
39129,"Pickaway County, Ohio",C1814,"Columbus, OH",Metro,CS198,"Columbus-Marion-Zanesville, OH"
39131,"Pike County, Ohio",,,,,
39133,"Portage County, Ohio",C1042,"Akron, OH",Metro,CS184,"Cleveland-Akron-Canton, OH"
39135,"Preble County, Ohio",,,,,
39137,"Putnam County, Ohio",,,,,
39139,"Richland County, Ohio",C3190,"Mansfield, OH",Metro,CS360,"Mansfield-Ashland-Bucyrus, OH"
39141,"Ross County, Ohio",C1706,"Chillicothe, OH",Micro,CS198,"Columbus-Marion-Zanesville, OH"
39143,"Sandusky County, Ohio",C2338,"Fremont, OH",Micro,,
39145,"Scioto County, Ohio",C3902,"Portsmouth, OH",Micro,CS170,"Charleston-Huntington-Ashland, WV-OH-KY"
39147,"Seneca County, Ohio",C4566,"Tiffin, OH",Micro,CS248,"Findlay-Tiffin, OH"
39149,"Shelby County, Ohio",C4338,"Sidney, OH",Micro,CS212,"Dayton-Springfield-Sidney, OH"
39151,"Stark County, Ohio",C1594,"Canton-Massillon, OH",Metro,CS184,"Cleveland-Akron-Canton, OH"
39153,"Summit County, Ohio",C1042,"Akron, OH",Metro,CS184,"Cleveland-Akron-Canton, OH"
39155,"Trumbull County, Ohio",C4966,"Youngstown-Warren-Boardman, OH-PA",Metro,CS566,"Youngstown-Warren, OH-PA"
39157,"Tuscarawas County, Ohio",C3542,"New Philadelphia-Dover, OH",Micro,CS184,"Cleveland-Akron-Canton, OH"
39159,"Union County, Ohio",C1814,"Columbus, OH",Metro,CS198,"Columbus-Marion-Zanesville, OH"
39161,"Van Wert County, Ohio",C4678,"Van Wert, OH",Micro,CS338,"Lima-Van Wert-Celina, OH"
39163,"Vinton County, Ohio",,,,,
39165,"Warren County, Ohio",C1714,"Cincinnati, OH-KY-IN",Metro,CS178,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
39167,"Washington County, Ohio",C3193,"Marietta, OH",Micro,CS425,"Parkersburg-Marietta-Vienna, WV-OH"
39169,"Wayne County, Ohio",C4930,"Wooster, OH",Micro,,
39171,"Williams County, Ohio",,,,,
39173,"Wood County, Ohio",C4578,"Toledo, OH",Metro,CS534,"Toledo-Port Clinton, OH"
39175,"Wyandot County, Ohio",,,,,
40001,"Adair County, Oklahoma",,,,,
40003,"Alfalfa County, Oklahoma",,,,,
40005,"Atoka County, Oklahoma",,,,,
40007,"Beaver County, Oklahoma",,,,,
40009,"Beckham County, Oklahoma",C2112,"Elk City, OK",Micro,,
40011,"Blaine County, Oklahoma",,,,,
40013,"Bryan County, Oklahoma",C2046,"Durant, OK",Micro,CS206,"Dallas-Fort Worth, TX-OK"
40015,"Caddo County, Oklahoma",,,,,
40017,"Canadian County, Oklahoma",C3642,"Oklahoma City, OK",Metro,CS416,"Oklahoma City-Shawnee, OK"
40019,"Carter County, Oklahoma",C1162,"Ardmore, OK",Micro,,
40021,"Cherokee County, Oklahoma",C4514,"Tahlequah, OK",Micro,CS538,"Tulsa-Muskogee-Bartlesville, OK"
40023,"Choctaw County, Oklahoma",,,,,
40025,"Cimarron County, Oklahoma",,,,,
40027,"Cleveland County, Oklahoma",C3642,"Oklahoma City, OK",Metro,CS416,"Oklahoma City-Shawnee, OK"
40029,"Coal County, Oklahoma",,,,,
40031,"Comanche County, Oklahoma",C3002,"Lawton, OK",Metro,,
40033,"Cotton County, Oklahoma",C3002,"Lawton, OK",Metro,,
40035,"Craig County, Oklahoma",,,,,
40037,"Creek County, Oklahoma",C4614,"Tulsa, OK",Metro,CS538,"Tulsa-Muskogee-Bartlesville, OK"
40039,"Custer County, Oklahoma",C4822,"Weatherford, OK",Micro,,
40041,"Delaware County, Oklahoma",,,,,
40043,"Dewey County, Oklahoma",,,,,
40045,"Ellis County, Oklahoma",,,,,
40047,"Garfield County, Oklahoma",C2142,"Enid, OK",Micro,,
40049,"Garvin County, Oklahoma",,,,,
40051,"Grady County, Oklahoma",C3642,"Oklahoma City, OK",Metro,CS416,"Oklahoma City-Shawnee, OK"
40053,"Grant County, Oklahoma",,,,,
40055,"Greer County, Oklahoma",,,,,
40057,"Harmon County, Oklahoma",,,,,
40059,"Harper County, Oklahoma",,,,,
40061,"Haskell County, Oklahoma",,,,,
40063,"Hughes County, Oklahoma",,,,,
40065,"Jackson County, Oklahoma",C1106,"Altus, OK",Micro,,
40067,"Jefferson County, Oklahoma",,,,,
40069,"Johnston County, Oklahoma",,,,,
40071,"Kay County, Oklahoma",C3862,"Ponca City, OK",Micro,,
40073,"Kingfisher County, Oklahoma",,,,,
40075,"Kiowa County, Oklahoma",,,,,
40077,"Latimer County, Oklahoma",,,,,
40079,"Le Flore County, Oklahoma",C2290,"Fort Smith, AR-OK",Metro,,
40081,"Lincoln County, Oklahoma",C3642,"Oklahoma City, OK",Metro,CS416,"Oklahoma City-Shawnee, OK"
40083,"Logan County, Oklahoma",C3642,"Oklahoma City, OK",Metro,CS416,"Oklahoma City-Shawnee, OK"
40085,"Love County, Oklahoma",,,,,
40087,"McClain County, Oklahoma",C3642,"Oklahoma City, OK",Metro,CS416,"Oklahoma City-Shawnee, OK"
40089,"McCurtain County, Oklahoma",,,,,
40091,"McIntosh County, Oklahoma",,,,,
40093,"Major County, Oklahoma",,,,,
40095,"Marshall County, Oklahoma",,,,,
40097,"Mayes County, Oklahoma",,,,,
40099,"Murray County, Oklahoma",,,,,
40101,"Muskogee County, Oklahoma",C3478,"Muskogee, OK",Micro,CS538,"Tulsa-Muskogee-Bartlesville, OK"
40103,"Noble County, Oklahoma",,,,,
40105,"Nowata County, Oklahoma",,,,,
40107,"Okfuskee County, Oklahoma",,,,,
40109,"Oklahoma County, Oklahoma",C3642,"Oklahoma City, OK",Metro,CS416,"Oklahoma City-Shawnee, OK"
40111,"Okmulgee County, Oklahoma",C4614,"Tulsa, OK",Metro,CS538,"Tulsa-Muskogee-Bartlesville, OK"
40113,"Osage County, Oklahoma",C4614,"Tulsa, OK",Metro,CS538,"Tulsa-Muskogee-Bartlesville, OK"
40115,"Ottawa County, Oklahoma",C3306,"Miami, OK",Micro,CS309,"Joplin-Miami, MO-OK"
40117,"Pawnee County, Oklahoma",C4614,"Tulsa, OK",Metro,CS538,"Tulsa-Muskogee-Bartlesville, OK"
40119,"Payne County, Oklahoma",C4466,"Stillwater, OK",Micro,,
40121,"Pittsburg County, Oklahoma",C3254,"McAlester, OK",Micro,,
40123,"Pontotoc County, Oklahoma",C1022,"Ada, OK",Micro,,
40125,"Pottawatomie County, Oklahoma",C4306,"Shawnee, OK",Micro,CS416,"Oklahoma City-Shawnee, OK"
40127,"Pushmataha County, Oklahoma",,,,,
40129,"Roger Mills County, Oklahoma",,,,,
40131,"Rogers County, Oklahoma",C4614,"Tulsa, OK",Metro,CS538,"Tulsa-Muskogee-Bartlesville, OK"
40133,"Seminole County, Oklahoma",,,,,
40135,"Sequoyah County, Oklahoma",C2290,"Fort Smith, AR-OK",Metro,,
40137,"Stephens County, Oklahoma",C2034,"Duncan, OK",Micro,,
40139,"Texas County, Oklahoma",C2510,"Guymon, OK",Micro,,
40141,"Tillman County, Oklahoma",,,,,
40143,"Tulsa County, Oklahoma",C4614,"Tulsa, OK",Metro,CS538,"Tulsa-Muskogee-Bartlesville, OK"
40145,"Wagoner County, Oklahoma",C4614,"Tulsa, OK",Metro,CS538,"Tulsa-Muskogee-Bartlesville, OK"
40147,"Washington County, Oklahoma",C1278,"Bartlesville, OK",Micro,CS538,"Tulsa-Muskogee-Bartlesville, OK"
40149,"Washita County, Oklahoma",,,,,
40151,"Woods County, Oklahoma",,,,,
40153,"Woodward County, Oklahoma",C4926,"Woodward, OK",Micro,,
41001,"Baker County, Oregon",,,,,
41003,"Benton County, Oregon",C1870,"Corvallis, OR",Metro,CS440,"Portland-Vancouver-Salem, OR-WA"
41005,"Clackamas County, Oregon",C3890,"Portland-Vancouver-Hillsboro, OR-WA",Metro,CS440,"Portland-Vancouver-Salem, OR-WA"
41007,"Clatsop County, Oregon",C1182,"Astoria, OR",Micro,,
41009,"Columbia County, Oregon",C3890,"Portland-Vancouver-Hillsboro, OR-WA",Metro,CS440,"Portland-Vancouver-Salem, OR-WA"
41011,"Coos County, Oregon",C1830,"Coos Bay, OR",Micro,,
41013,"Crook County, Oregon",C3926,"Prineville, OR",Micro,CS140,"Bend-Redmond-Prineville, OR"
41015,"Curry County, Oregon",C1506,"Brookings, OR",Micro,,
41017,"Deschutes County, Oregon",C1346,"Bend-Redmond, OR",Metro,CS140,"Bend-Redmond-Prineville, OR"
41019,"Douglas County, Oregon",C4070,"Roseburg, OR",Micro,,
41021,"Gilliam County, Oregon",,,,,
41023,"Grant County, Oregon",,,,,
41025,"Harney County, Oregon",,,,,
41027,"Hood River County, Oregon",C2622,"Hood River, OR",Micro,,
41029,"Jackson County, Oregon",C3278,"Medford, OR",Metro,CS366,"Medford-Grants Pass, OR"
41031,"Jefferson County, Oregon",,,,,
41033,"Josephine County, Oregon",C2442,"Grants Pass, OR",Metro,CS366,"Medford-Grants Pass, OR"
41035,"Klamath County, Oregon",C2890,"Klamath Falls, OR",Micro,,
41037,"Lake County, Oregon",,,,,
41039,"Lane County, Oregon",C2166,"Eugene, OR",Metro,,
41041,"Lincoln County, Oregon",C3544,"Newport, OR",Micro,,
41043,"Linn County, Oregon",C1054,"Albany, OR",Metro,CS440,"Portland-Vancouver-Salem, OR-WA"
41045,"Malheur County, Oregon",C3662,"Ontario, OR-ID",Micro,CS147,"Boise City-Mountain Home-Ontario, ID-OR"
41047,"Marion County, Oregon",C4142,"Salem, OR",Metro,CS440,"Portland-Vancouver-Salem, OR-WA"
41049,"Morrow County, Oregon",C2584,"Hermiston-Pendleton, OR",Micro,,
41051,"Multnomah County, Oregon",C3890,"Portland-Vancouver-Hillsboro, OR-WA",Metro,CS440,"Portland-Vancouver-Salem, OR-WA"
41053,"Polk County, Oregon",C4142,"Salem, OR",Metro,CS440,"Portland-Vancouver-Salem, OR-WA"
41055,"Sherman County, Oregon",,,,,
41057,"Tillamook County, Oregon",,,,,
41059,"Umatilla County, Oregon",C2584,"Hermiston-Pendleton, OR",Micro,,
41061,"Union County, Oregon",C2926,"La Grande, OR",Micro,,
41063,"Wallowa County, Oregon",,,,,
41065,"Wasco County, Oregon",C4552,"The Dalles, OR",Micro,,
41067,"Washington County, Oregon",C3890,"Portland-Vancouver-Hillsboro, OR-WA",Metro,CS440,"Portland-Vancouver-Salem, OR-WA"
41069,"Wheeler County, Oregon",,,,,
41071,"Yamhill County, Oregon",C3890,"Portland-Vancouver-Hillsboro, OR-WA",Metro,CS440,"Portland-Vancouver-Salem, OR-WA"
42001,"Adams County, Pennsylvania",C2390,"Gettysburg, PA",Metro,CS276,"Harrisburg-York-Lebanon, PA"
42003,"Allegheny County, Pennsylvania",C3830,"Pittsburgh, PA",Metro,CS430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
42005,"Armstrong County, Pennsylvania",C3830,"Pittsburgh, PA",Metro,CS430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
42007,"Beaver County, Pennsylvania",C3830,"Pittsburgh, PA",Metro,CS430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
42009,"Bedford County, Pennsylvania",,,,,
42011,"Berks County, Pennsylvania",C3974,"Reading, PA",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
42013,"Blair County, Pennsylvania",C1102,"Altoona, PA",Metro,,
42015,"Bradford County, Pennsylvania",C4238,"Sayre, PA",Micro,,
42017,"Bucks County, Pennsylvania",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
42019,"Butler County, Pennsylvania",C3830,"Pittsburgh, PA",Metro,CS430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
42021,"Cambria County, Pennsylvania",C2778,"Johnstown, PA",Metro,CS306,"Johnstown-Somerset, PA"
42023,"Cameron County, Pennsylvania",,,,,
42025,"Carbon County, Pennsylvania",C1090,"Allentown-Bethlehem-Easton, PA-NJ",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
42027,"Centre County, Pennsylvania",C4430,"State College, PA",Metro,CS524,"State College-DuBois, PA"
42029,"Chester County, Pennsylvania",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
42031,"Clarion County, Pennsylvania",,,,,
42033,"Clearfield County, Pennsylvania",C2018,"DuBois, PA",Micro,CS524,"State College-DuBois, PA"
42035,"Clinton County, Pennsylvania",C3082,"Lock Haven, PA",Micro,CS558,"Williamsport-Lock Haven, PA"
42037,"Columbia County, Pennsylvania",C1410,"Bloomsburg-Berwick, PA",Metro,CS146,"Bloomsburg-Berwick-Sunbury, PA"
42039,"Crawford County, Pennsylvania",C3274,"Meadville, PA",Micro,CS240,"Erie-Meadville, PA"
42041,"Cumberland County, Pennsylvania",C2542,"Harrisburg-Carlisle, PA",Metro,CS276,"Harrisburg-York-Lebanon, PA"
42043,"Dauphin County, Pennsylvania",C2542,"Harrisburg-Carlisle, PA",Metro,CS276,"Harrisburg-York-Lebanon, PA"
42045,"Delaware County, Pennsylvania",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
42047,"Elk County, Pennsylvania",,,,,
42049,"Erie County, Pennsylvania",C2150,"Erie, PA",Metro,CS240,"Erie-Meadville, PA"
42051,"Fayette County, Pennsylvania",C3830,"Pittsburgh, PA",Metro,CS430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
42053,"Forest County, Pennsylvania",,,,,
42055,"Franklin County, Pennsylvania",C1654,"Chambersburg-Waynesboro, PA",Metro,CS548,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
42057,"Fulton County, Pennsylvania",,,,,
42059,"Greene County, Pennsylvania",,,,,
42061,"Huntingdon County, Pennsylvania",C2650,"Huntingdon, PA",Micro,,
42063,"Indiana County, Pennsylvania",C2686,"Indiana, PA",Micro,CS430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
42065,"Jefferson County, Pennsylvania",,,,,
42067,"Juniata County, Pennsylvania",,,,,
42069,"Lackawanna County, Pennsylvania",C4254,"Scranton--Wilkes-Barre--Hazleton, PA",Metro,,
42071,"Lancaster County, Pennsylvania",C2954,"Lancaster, PA",Metro,,
42073,"Lawrence County, Pennsylvania",C3526,"New Castle, PA",Micro,CS430,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
42075,"Lebanon County, Pennsylvania",C3014,"Lebanon, PA",Metro,CS276,"Harrisburg-York-Lebanon, PA"
42077,"Lehigh County, Pennsylvania",C1090,"Allentown-Bethlehem-Easton, PA-NJ",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
42079,"Luzerne County, Pennsylvania",C4254,"Scranton--Wilkes-Barre--Hazleton, PA",Metro,,
42081,"Lycoming County, Pennsylvania",C4870,"Williamsport, PA",Metro,CS558,"Williamsport-Lock Haven, PA"
42083,"McKean County, Pennsylvania",C1462,"Bradford, PA",Micro,,
42085,"Mercer County, Pennsylvania",C4966,"Youngstown-Warren-Boardman, OH-PA",Metro,CS566,"Youngstown-Warren, OH-PA"
42087,"Mifflin County, Pennsylvania",C3038,"Lewistown, PA",Micro,,
42089,"Monroe County, Pennsylvania",C2070,"East Stroudsburg, PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
42091,"Montgomery County, Pennsylvania",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
42093,"Montour County, Pennsylvania",C1410,"Bloomsburg-Berwick, PA",Metro,CS146,"Bloomsburg-Berwick-Sunbury, PA"
42095,"Northampton County, Pennsylvania",C1090,"Allentown-Bethlehem-Easton, PA-NJ",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
42097,"Northumberland County, Pennsylvania",C4498,"Sunbury, PA",Micro,CS146,"Bloomsburg-Berwick-Sunbury, PA"
42099,"Perry County, Pennsylvania",C2542,"Harrisburg-Carlisle, PA",Metro,CS276,"Harrisburg-York-Lebanon, PA"
42101,"Philadelphia County, Pennsylvania",C3798,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metro,CS428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
42103,"Pike County, Pennsylvania",C3562,"New York-Newark-Jersey City, NY-NJ-PA",Metro,CS408,"New York-Newark, NY-NJ-CT-PA"
42105,"Potter County, Pennsylvania",,,,,
42107,"Schuylkill County, Pennsylvania",C3906,"Pottsville, PA",Micro,,
42109,"Snyder County, Pennsylvania",C4278,"Selinsgrove, PA",Micro,CS146,"Bloomsburg-Berwick-Sunbury, PA"
42111,"Somerset County, Pennsylvania",C4374,"Somerset, PA",Micro,CS306,"Johnstown-Somerset, PA"
42113,"Sullivan County, Pennsylvania",,,,,
42115,"Susquehanna County, Pennsylvania",,,,,
42117,"Tioga County, Pennsylvania",,,,,
42119,"Union County, Pennsylvania",C3026,"Lewisburg, PA",Micro,CS146,"Bloomsburg-Berwick-Sunbury, PA"
42121,"Venango County, Pennsylvania",C3634,"Oil City, PA",Micro,,
